Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,PlayerId
"Tyler Matzek","NYY","AAA",34,0,0,1.9285701148372958,4,0,0,0,0,1,0,4.2,20,4,1,1,0,2,0,1,0,0,5,"10058"
"Brooks Raley","NYM","AAA",37,1,0,0,3,0,0,0,0,0,0,3.1,15,3,0,0,0,1,0,2,0,0,3,"10061"
"Kyle Gibson","TBR","AAA",37,1,1,1.8493153100882895,6,6,0,0,0,0,0,24.1,97,21,5,5,0,6,0,2,0,0,30,"10123"
"Shelby Miller","MIL","AAA",34,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,"10197"
"Erasmo Ramirez","MIN","AAA",35,1,1,4.67307778011428,12,0,0,0,0,0,2,17.1,78,21,10,9,1,5,0,0,0,0,17,"10314"
"Michael Tonkin","MIN","AAA",35,2,0,4.821428571428571,18,0,0,0,0,2,2,28,121,27,16,15,7,7,0,5,0,0,34,"10315"
"Chris Sale","ATL","AAA",36,0,1,2.5312492456289393,3,3,0,0,0,0,0,10.2,44,10,3,3,0,3,0,0,0,0,11,"10603"
"Chasen Shreve","ATL","AAA",34,1,2,5.603772576570947,5,4,0,0,0,0,0,17.2,79,21,15,11,3,5,0,1,0,0,12,"10855"
"Vince Velasquez","CLE","AAA",33,5,4,3.416326956155203,18,18,0,0,0,0,0,81.2,355,71,35,31,8,50,0,3,7,1,95,"11189"
"Jose Urena","NYM","AAA",33,0,2,3.5735304141129927,9,7,0,0,0,0,1,22.2,101,22,9,9,1,14,0,3,0,1,21,"11589"
"Jameson Taillon","CHC","AAA",33,0,1,5.939998867035128,4,4,0,0,0,0,0,16.2,74,18,11,11,4,3,0,3,0,0,17,"11674"
"Noah Syndergaard","CHW","AAA",32,0,1,10.125,2,2,0,0,0,0,0,8,35,10,9,9,5,1,0,0,0,0,2,"11762"
"Yimi Garcia","TOR","AAA",34,0,0,0,1,0,0,0,0,0,1,0.2,4,1,0,0,0,1,0,0,0,0,1,"12095"
"Jacob Barnes","TOR","AAA",35,2,1,6.84,22,0,0,0,1,1,2,25,119,35,24,19,5,12,0,0,0,1,20,"12323"
